"configuration","problem","model","data_file","status","time","objective","baseMem","flatBoolConstraints","boolVariables","flatIntConstraints","trailMem","userDecisions","variables","eliminatedImplications","peakMem","solveTime","run","flatBoolVars","flatTime","evaluatedReifiedConstraints","method","peakDepth","propagations","failures","intVariables","blockType","flatIntVars","evaluatedHalfReifiedConstraints","nSolutions","restarts","objectiveBound","paths","propagators","oracleDecisions","unifiedVariables","extractedViews","intVars","randomSeed","solutions","initTime","backjumps","nogoods","nodes"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.246531030163169","","","5764","","19460","","9781","","44","","1.956935","results_rect","17996","0.70155","12276","satisfy","5769","826852","13564","109","complete","6803","88","1","559","","0","484","19400","0","18964","","","","0.176902","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.058581974357367","","","4662","","15769","","141917","","42","","20.996426","results_rect","14532","0.564553","9912","satisfy","22","5451720","141648","99","complete","5523","84","1","0","","0","427","0","0","15330","","","","0.151758","","",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.1657494371757","","","168","","331","","","373","112","","1199.9","results_rect","224","0.094171","","satisfy","62","486214278","26072532","","","147","224","0","0","","0","501","","","","","","0","0.004656","","","52145122"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5579125592485","","","156","","307","","","345","104","","1199.9","results_rect","208","0.10176","","satisfy","54","643197419","28464337","","","135","208","0","0","","0","465","","","","","","0","0.038002","","","56928826"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.6080668913200498","","","4662","","15769","","2444","","42","","0.515836","results_rect","14532","0.560131","9912","satisfy","4661","190228","3851","99","complete","5523","84","1","27","","0","427","11055","0","15330","","","","0.148466","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.3257679492235","","","150","","295","","","","100","","","results_rect","200","0.097189","","satisfy","","","","","","129","200","0","","","0","","","","","","","","","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","187.24360430333763","","","6696","","22441","","556962","","48","","185.665297","results_rect","20856","0.812184","14208","satisfy","1124","38443644","847562","117","complete","7827","96","1","13073","","0","517","460458","0","21912","","","","0.221117","","",""
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.6978726554662","","","8075","","27015","","4623465","","50","","1198.772472","results_rect","25175","0.956037","17150","satisfy","16","154205956","4617584","127","complete","9408","100","0","0","","0","578","0","0","26425","","","","0.268396","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","7.547307630069554","","","12296","","40639","","14197","","58","","5.084753","results_rect","38222","1.34361","25984","satisfy","2542","1081240","18791","151","complete","14077","116","1","41","","0","723","7863","0","39904","","","","0.401607","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.750984505750239","","","3515","","11989","","22271","","38","","2.80402","results_rect","10963","0.438261","7486","satisfy","21","858378","22195","87","complete","4216","76","1","0","","0","368","0","0","11609","","","","0.118779","","",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.722372722811997","","0.0","297","9654","822","0.02","","9762","36","0.0","1.364","results_rect","792","0.115645","684","satisfy","24","9076049","22672","","","87","72","1","0","","0","1459","","","","106","2092301219","","0.024","795","22672","23492"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","749.0892062885687","","","6049","","20305","","3374560","","46","","747.742414","results_rect","18837","0.711256","12834","satisfy","22","112031178","3370291","111","complete","7086","92","1","0","","0","490","0","0","19803","","","","0.190058","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","4.041133314371109","","","2754","","9555","","22011","","34","","3.309969","results_rect","8636","0.360625","5916","satisfy","2758","1284470","28636","79","complete","3383","68","1","905","","0","329","16825","0","9214","","","","0.092648","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","ALL_SOLUTIONS","757.3312969403341","0","","138","516","273","","","","92","","756.984","results_rect","184","0.094012","","satisfy","","965505248","10452599","","","121","184","1","","0","0","","","","","","","","","","",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","73.50618636328727","","","4956","","16839","","396284","","42","","72.248879","results_rect","15498","0.611164","10584","satisfy","20","15585746","395660","103","complete","5905","84","1","0","","0","447","0","0","16380","","","","0.161675","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.5921523943543434","","","4420","","15053","","2444","","40","","0.511199","results_rect","13820","0.57766","9440","satisfy","4420","189476","3845","97","complete","5283","80","1","27","","0","421","10506","0","14620","","","","0.144404","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3663607267662883","","","3933","","13584","","2606","","38","","0.423124","results_rect","12464","0.503619","8056","satisfy","191","432153","3326","91","complete","4543","760","1","27","","0","1069","1113","0","12502","","","","0.130748","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.2495856042951345","","","3087","","10696","","24623","","36","","2.441692","results_rect","9774","0.404634","6264","satisfy","77","2480966","24557","81","complete","3561","684","1","0","","0","944","58","0","9738","","","","0.105451","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.9812126038596034","","","2520","","8829","","1356","","32","","0.115159","results_rect","8000","0.362616","5152","satisfy","2917","138432","1343","73","complete","2959","544","1","0","","0","782","2904","0","8032","","","","0.09058","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.7468290086836","","","10444","","34575","","3771633","","56","","1198.473616","results_rect","32452","1.17772","22064","satisfy","16","150553065","3769159","141","complete","11991","112","0","0","","0","655","0","0","33908","","","","0.34519","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","23.348249964416027","","","4420","","15053","","141727","","40","","22.225198","results_rect","13820","0.604277","9440","satisfy","21","5432407","141465","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.150019","","",""
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.8737332485616207","","","2112","","7334","","1099","","32","","0.131016","results_rect","6592","0.310712","4512","satisfy","2098","66818","1348","69","complete","2603","64","1","81","","0","282","2583","0","7040","","","","0.075083","","",""
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","26.713337194174528","","","4956","","16839","","122284","","42","","25.606069","results_rect","15498","0.592021","10584","satisfy","102","7012080","155291","103","complete","5905","84","1","4259","","0","447","62944","0","16380","","","","0.158526","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.499599453061819","","","3312","","11390","","22308","","36","","2.676957","results_rect","10368","0.410157","7092","satisfy","19","859378","22234","85","complete","4015","72","1","0","","0","362","0","0","11016","","","","0.109193","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.5947060482576","","","9204","","30636","","4229682","","52","","1198.553905","results_rect","28652","1.13327","19500","satisfy","19","157961150","4220136","133","complete","10643","104","0","0","","0","620","0","0","30004","","","","0.308735","","",""
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.4456667844206","","","6394","","21545","","5018377","","46","","1199.0592","results_rect","19964","0.730442","13616","satisfy","18","166967335","5014431","115","complete","7527","92","0","0","","0","511","0","0","21022","","","","0.206786","","",""
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.078670354560018","","","4420","","15053","","141840","","40","","20.952174","results_rect","13820","0.598302","9440","satisfy","21","5432923","141576","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.145601","","",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","22.054155352525413","","","9585","","31769","","56215","","54","","20.023939","results_rect","29781","1.10624","20250","satisfy","1710","4722580","91485","135","complete","11022","108","1","1217","","0","626","50255","0","31131","","","","0.318256","","",""
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","39.378764225170016","","","6972","","23544","","136282","","48","","37.870721","results_rect","21960","0.783367","14208","satisfy","1124","33147858","200401","117","complete","7827","1200","1","4773","","0","1620","125456","0","21912","","","","0.229089","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","752.1787418713793","","","5764","","19460","","3364123","","44","","750.92555","results_rect","17996","0.658916","12276","satisfy","21","110359525","3359883","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.187942","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7536772703751922","","","2112","","7334","","1198","","32","","0.121024","results_rect","6592","0.306195","4512","satisfy","2094","51778","1184","69","complete","2603","64","1","0","","0","282","2080","0","7040","","","","0.074046","","",""
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","ALL_SOLUTIONS","13.314958069473505","0","","120","324","237","","","","80","","12.9323","results_rect","160","0.098319","","satisfy","","15874730","209027","","","103","160","1","","0","0","","","","","","","","","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","731.0847778376192","","","5764","","19460","","3364123","","44","","729.754133","results_rect","17996","0.647515","12276","satisfy","21","110359525","3359883","109","complete","6803","88","1","0","","0","484","0","0","18964","","","","0.183019","","",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","23.055336355231702","","","4420","","15053","","141761","","40","","21.803886","results_rect","13820","0.596295","9440","satisfy","21","5408353","141489","97","complete","5283","80","1","0","","0","421","0","0","14620","","","","0.144555","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.44302586838603","","","6049","","20305","","33471","","46","","6.053862","results_rect","18837","0.706226","12834","satisfy","83","1981426","39757","111","complete","7086","92","1","1291","","0","490","16171","0","19803","","","","0.189184","","",""
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5577033376321","","","8375","","28214","","4522144","","50","","1198.628449","results_rect","26375","1.08452","17150","satisfy","16","530419508","4516264","127","complete","9408","1300","0","0","","0","1777","0","0","26425","","","","0.28328","","",""
