"configuration","problem","model","data_file","status","time","nSolutions","flatIntVars","nodes","flatBoolVars","solutions","run","solveTime","randomSeed","baseMem","method","objective","intVars","flatIntConstraints","unifiedVariables","variables","boolVariables","nogoods","flatBoolConstraints","initTime","blockType","trailMem","oracleDecisions","propagations","userDecisions","intVariables","backjumps","evaluatedReifiedConstraints","propagators","paths","evaluatedHalfReifiedConstraints","optTime","peakMem","failures","flatTime","restarts","peakDepth","objectiveBound","extractedViews"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","218.8588645979762","1","73","","","","results_filter","218.070152","","","minimize","32","","75","0","","","","","0.007094","complete","","3612385","28103924","0","49","","","67","0","","","","2237334","0.194473","85600","146","","8"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.7078966582193971","3","49","","","","results_filter","0.056834","","","minimize","16","","37","0","","","","","0.005746","complete","","0","24829","4667","45","","","33","0","","","","1098","0.221761","0","42","","4"
"Huub_user_m+s","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.8792008394375443","1","33","","","","results_filter","0.360281","","","minimize","34","","37","0","","","","","0.005866","complete","","0","100748","10921","29","","","33","0","","","","10625","0.179402","0","29","","4"
"Huub_vsids_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9683488151058555","1","48","","","","results_filter","0.006114","","","minimize","10","","26","0","","","","","0.005106","complete","","145","2648","0","32","","","25","0","","","","27","0.218202","0","116","","1"
"gecode","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.6914721690118","1","105","225971340","","1","results_filter","1199.8","","","minimize","14","","75","","105","","","","0.013706","","","","1436268634","","","","","79","0","","","","112985636","0.198681","0","96","",""
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","0.7836017347872257","5","52","","754","","results_filter","0.086725","","","minimize","18","","788","0","","","","241","0.014529","complete","","4864","312309","5096","51","","","787","0","754","","","1613","0.358944","10","1037","","1"
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.6212895596399903","1","61","","","","results_filter","0.006696","","","minimize","11","","37","0","","","","","0.005894","complete","","126","3346","0","45","","","33","0","","","","0","0.213763","0","127","","4"
"Huub_user_s+o","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.5767567371949553","1","33","","","","results_filter","0.145848","","","minimize","34","","37","0","","","","","0.005821","complete","","0","48038","5533","29","","","33","0","","","","5072","0.194317","0","29","","4"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","34.01333511713892","11","35","","","","results_filter","33.517369","","","minimize","35","","36","0","","","","","0.006184","complete","","831931","3652780","0","34","","","35","0","","","","633410","0.175093","19334","102","","1"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.9052215721458197","13","52","","754","","results_filter","0.054186","","","minimize","19","","788","0","","","","241","0.014551","complete","","11994","155918","0","34","","","787","0","754","","","174","0.22443","5","906","","1"
"Huub_free_s+o","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.6368754878640175","2","77","","","","results_filter","0.011364","","","minimize","17","","57","0","","","","","0.005962","complete","","0","752","170","69","","","49","0","","","","14","0.193687","0","67","","8"
"Huub_vsids_decomp","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.48218084406107664","3","25","","254","","results_filter","0.023292","","","minimize","18","","278","0","","","","127","0.007916","complete","","1729","104557","0","24","","","277","0","254","","","445","0.191382","30","384","","1"
"Huub_user_m+o","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.5455790441483259","1","43","","","","results_filter","0.12512","","","minimize","28","","57","0","","","","","0.006198","complete","","0","29289","3493","35","","","49","0","","","","3353","0.170118","0","35","","8"
"Huub_user_m+o","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.4654625104740262","1","26","","","","results_filter","0.003811","","","minimize","6","","14","0","","","","","0.004469","complete","","0","134","44","18","","","11","0","","","","14","0.184546","0","20","","3"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.5657054260373116","3","33","","","","results_filter","0.012135","","","minimize","15","","26","","","32","","","","","","","776","","","","","","0","","","","0","0.17409","","","15",""
"Huub_vsids_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","218.68712490424514","1","73","","","","results_filter","216.560544","","","minimize","32","","75","0","","","","","0.007416","complete","","3612385","28103924","0","49","","","67","0","","","","2237334","0.341261","85600","146","","8"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.8557536089792848","1","51","","","","results_filter","0.398278","","","minimize","28","","57","0","","","","","0.00577","complete","","12629","154576","0","35","","","49","0","","","","9485","0.192425","270","102","","8"
"Huub_user_m+s","","../filters/filter.mzn","../filters/dct_1_1.dzn","OPTIMAL_SOLUTION","853.822999516502","1","57","","","","results_filter","853.056969","","","minimize","34","","75","0","","","","","0.007593","complete","","0","31563291","3228345","49","","","67","0","","","","3130523","0.18897","0","49","","8"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","39.22454528976232","1","35","","","","results_filter","38.624036","","","minimize","35","","36","0","","","","","0.00575","complete","","854126","4005235","0","34","","","35","0","","","","640182","0.206367","20572","97","","1"
"Huub_vsids_m+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.8235381739214063","1","48","","","","results_filter","0.006293","","","minimize","11","","26","0","","","","","0.005746","complete","","135","2605","0","24","","","25","0","","","","21","0.172321","0","113","","1"
"Huub_vsids_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","19.606096968986094","3","105","","","","results_filter","19.080001","","","minimize","11","","75","0","","","","","0.007861","complete","","594968","2906275","0","97","","","67","0","","","","491123","0.191467","3628","155","","8"
"Huub_free_basic","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.6200320739299059","3","77","","","","results_filter","0.024069","","","minimize","18","","57","0","","","","","0.007983","complete","","0","3055","903","35","","","49","0","","","","113","0.169793","0","57","","8"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.9832975091412663","4","48","","","","results_filter","0.022167","","","minimize","10","","26","0","","","","","0.005158","complete","","216","4666","1016","32","","","25","0","","","","228","0.22208","1","126","","1"
"Huub_vsids_s+o","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4202156914398074","1","48","","","","results_filter","0.006392","","","minimize","11","","26","0","","","","","0.005196","complete","","135","2605","0","24","","","25","0","","","","21","0.171748","0","113","","1"
